SOURCE	TARGET

ياخي	ياخي
راديو	راديو
إلي	اللي
يتهز	يتهز
هذا	هذا
هدية؟	هدية؟

في	في
ضرف	ضرف
جمعة	جمعة
بش	باش
نرجع	نرجع
لليابان.	لليابان.

تتباع	تتباع
حاجات	حاجات
فسفرا	فالسفرة
بطيارة	بالطيارة
إلي	اللي
منخلسش	ما نخلصش
أعليهم	عليهم
ضرايب؟	ضرايب؟

وين	وين
أقرب	اقرب
بوسطة؟	بوسطة؟

سامحني،	سامحني،
ياخي	ياخي
إنت	انت
مسيو	مسيو
سميث	سميث
علق؛	علق؛
على	على
مانذون؟	ما نظن؟

أربع	اربع
عشرينات؟	عشرينات؟
و عشرة	وعشرة
وحدة	واحدة
ول باقي	والباقي
فاتورة	فاتورة
اب	اب
دولار.	دولار.

عندي	عندي
سبعة ميات	سبعميات
دولار	دولار
في	في
شيكات	شيكات
سياحية،	سياحية،
و إتلثا ميا	وثلاثمية
كاش .	كاش.

انحب	نحب
نأكد	نأكد
على	على
سفرة	سفرة
رجوعي	رجوعي
من	من
طوكيو	طوكيو
لربعة	الاربعا
اجايا.	الجاية.
.	

وقتش	وقتاش
أخر	آخر
كار	كار
تمشي؟	تمشي؟

إشنية	شنيا
بش	باش
تخو؟	تاخو؟

نظفه،	نظفه،
يا عيشك .	ييعيشك.

عندك	عندك
إتنبر؟	تنابر؟

وين	وين
ال معرض؟	المعرض؟

قداش	قداش
يبعد	يبعد
أقرب	اقرب
كيوسك؟	كيوسك؟

بلهي	بالله
أبعثلي	ابعث لي
إجواب	الجواب
بل بريد	بالبريد
ال جوي.	الجوي.
عيشك.	يعيشك.

انحب	نحب
إنكد	نناكد
على	على
رحلتي.	رحلتي.

قداش	قداش
سومه	سومه
هذا؟	هذا؟

عسلامة.	عسلامة.
اجا	ايجا
أعمل	اعمل
نضر.	نضرة.

إتنجم	تنجم
إتجي	تجي
إتهزني	تهزني
امنين	منين
نسكن	نسكن
إمعا	مع
إسبعا؟	السبعة؟

حاجة	حاجة
موش	موش
ضرورية	ضرورية
وقت	وقت
إلي	اللي
متتجوزش	متتجوزش
لحد	الحد
أقصى	الاقصى
من	من
اعفى	الاعفا
منا	من
ضرائب،	الضرايب،
لكن	لكن
ننصحك	ننصحك
تيعلن	تعلن
علها	عليها
بش	باش
تتعدى	تتعدى
بطريقة	بطريقة
سلسة.	سلسة.

إينعم	اي نعم
سيدي،	سيدي،
قادش	قداش
فما	فما
في	في
حفلة	الحفلة
متاعك	متاعك
و وقتاش	ووقتاش
تحب؟	تحب؟

قداش	قداش
اسرعا	السرعة
متع	متاع
طيران	الطيران
متاعنا؟	متاعنا؟

خوذ	خوذ
ثلاثة	ثلاثة
حرابش	حرابش
فرد	فرد
وقت.	وقت.

دايخ.	دايخ.

دبوزة	دبوزة
شامبو	شامبو
لشعر	للشعر
ادهني،	الدهني،
يعيشك.	يعيشك.

لمدة	لمدة
جمعتين.	جمعتين.

وين	وين
الخزانات	الخزانات
متع	متاع
العملة؟	العملة؟

عندي	عندي
تسعة ميات	تسعميات
دولار.	دولار.

أسف.	آسف.
رصيت	رصيت
على	على
نومرو	نومرو
الغالط.	الغالط.

ميسالش	ميسالش
تعطيني	تعطيني
شوية	شوية
دوايات؟	دوايات؟

مفمش	مفماش
حاجة	حاجة
نحبها،	نحبها،
أسف،	آسف،
منحب	ما نحب
حتى	حتى
شي.	شي.

تحس	تحس
فما	فما
شوية	شوية
أمل	امل
فالعلاقة	فالعلاقة
هذي؟	هاذي؟

عندك	عندك
من	منو
بالأنجليز؟	بالانجليز؟

لازمك	لازمك
تاخو	تاخو
كار	كار
نومرو	نومرو
سبعة.	سبعة.

شنية	شنيا
المؤهلات	المؤهلات
إلي	اللي
يحتاجها	يحتاجها
لعبد	العبد
للخدمة	للخدمة
هذي؟	هاذي؟

نحب	نحب
نطلب	نطلب
مسافة	مسافة
طويلة	طويلة
لليابان.	لليابان.

لا.	لا.
شارع	شارع
واحد	واحد
في	في
طريق	الطريق
هذاك.	هاذاك.

عندي	عندي
روماتيزم.	روماتيزم.

اش	اش
صار؟	صار؟
منجمتش	ما نجمتش
نشوف.	نشوف.

ل بيوت	البيوت
إلي	اللي
بحذا	بحذا
بعضهم،	بعضهم،
يعيشك.	يعيشك.

أسف،	آسف،
أما	اما
بقاو	بقاوا
عنا	عنا
كان	كان
بلايص	بلايص
متركنين	متركنين
لتالي.	التالي.

نجم	ننجم
ناخو	ناخو
تسكرة	تسكرة
ل بلاصة	لبلاصة
في	في
طابق	الطابق
لول؟	الاول؟

انا هو	انىهو
خط	خط
الكيران	الكيران
إلي	اللي
ياقف	ياقف
في	في
هوب	هوب
ستريت؟	ستريت؟

باهي،	باهي،
عنا	عنا
الجاز	الجاز
متع	متاع
يافز	يافز
سانت	سانت
لورنت.	لورنت.

أعطيني	اعطيني
حلقوم.	حلقوم.

إنتي	انتي
سي	سي
ابرت،	ابرت،
زعمة؟	زعمة؟

تنجمش	تنجمش
توريني	توريني
كرسيا،	كرسي،
يعيشك؟	يعيشك؟

عندي	عندي
ميتين	ميتين
دولار	دولار
سيولا	سيولة
وألفين	والفين
دولارفي	دولار في
الشيكات	الشيكات
إسياحية.	السياحية.

معدتي	معدتي
متقلقة .	متقلقة.

وقتاش	وقتاش
ندفع	ندفع
حقه	حقه
تو	تو
ولا	ولا
وقت	وقت
منخلص؟	ما نخلص؟

وين	وين
ادير؟	الدير؟

حاجة	حاجة
باهية	باهية
اني	اني
قابلتكم.	قابلتكم.

هيا	هي
صاك	صاك
زرقة.	زرقة.

وين	وين
لازم	لازم
نغسل	نغسل
المصورة؟	المصورة؟

وين	وين
نجم	ننجم
نلقى	نلقى
شوي	شوي
تنابر؟	تنابر؟

نحب	نحب
ناخو	ناخو
قلم	قلم
متع	متاع
حواجب.	حواجب.

راهي	راهي
تعدي.	تعدي.

متفوتش	ما تفوتش
الخط،	الخط،
يعيشك.	يعيشك.

وقتاش	وقتاش
نعاود	نعاود
ناخذو؟	ناخذه؟

منحبش	ما نحبش
ناخو	ناخو
تران.	تران.

طيارة	طيارة
الخطوط	الخطوط
اليابانيو	اليابانية
خمسة	خمسة
صفر	صفر
تلاثة	ثلاثة
نهار	نهار
خمسطش	خمستعش
ماي،	ماي،
حجزت	حجزت
في	في
طوكيو.	طوكيو.

نحب	نحب
نحجز	نحجز
لتلاثة	لثلاثة
مع	مع
ثمانية	ثمانية
في	في
ليل.	الليل.

قداش	قداش
سومو	سومه
بل كلمة	بالكلمة
لل يابان؟	لليابان؟

نتصور	نتصور
ل إقتراحات	الاقتراحات
باهية،	باهية،
تخلينا	تخلينا
نلقاو	نلقاوا
لعباد	العباد
صحاح.	الصحاح.

زوز	زوز
تساكر	تساكر
مشي	مشي
وجي	وجي
لواشنطن	لواشنطن
دي	دي
سي،	سي،
يعيشك.	يعيشك.

قداش	قداش
تبقى	تبقى
ب تران	بالتران
باش	باش
تمشي	تمشي
ال بوسطن؟	لبوسطن؟

خلصتني.	خلصتني.

قداش	قداش
ال باريز؟	للباريز؟

ميعديش.	ما يعديش.

قداش	قداش
لازم	لازم
ناخو	ناخو
دوا	الدوا
هذا؟	هذا؟

سامحني.	سامحني.
فما	فما
منين	منين
نتعداو	نتعداو
من	من
هوني؟	هوني؟

إنت	انت
في	في
نص	نص
غربة	غربة
شارع.	شارع.

نجم	ننجم
نستعمل	نستعمل
فرشك؟	فرشك؟

حطوا	حطه
كيف	كيف
ما	ما
هو،	هو،
يعيشك.	يعيشك.

يعيشك	يعيشك
كلم	كلم
بيرو	بيرو
الحجات	الحجات
الضايعة.	الضايعة.

فران	فران
ب ساق	بساق
ميخدمش.	ما يخدمش.

شنية	شنيا
ال متفتحات	المتفتحات
إلي	اللي
عندك؟	عندك؟

وين	وين
أدريستك؟	ادريستك؟

هاذي	هاذي
هدية	هدية
ل صحابي.	لصحابي.

هذا	هذا
ألماس	الماس
قرات	قراط
واحد،	واحد،
صحيح؟	صحيح؟

كيفاش	كيفاش
نطلب؟	نطلب؟

بوليسي.	بوليسي.

نحس	نحس
روحي	روحي
بخيل.	بخيل.

يمكن	يمكن
زادة.	زادة.

وقتاش	وقتاش
يمشي؟	يمشي؟

فما	فما
حاجة	حاجة
ثمينة	ثمينة
ولا	ولا
تتكسر	تتكسر
في	في
فليجتك؟	فليجتك؟

خسارة.	خسارة.
أما	اما
منعرفش	ما نعرفش
فين	فين
بلاصتي.	بلاصتي.

ايكيبانا	ايكيبانا
هيا	هي
فن	فن
لمان	لمان
لورد.	الورد.
فما	فما
أكثر	اكثر
من	من
تلاثة	ثلاثة
ألاف	الاف
مدرسة	مدرسة
ايكيبانا	ايكيبانا
فل يابان.	فاليابان.

هز	هز
لوصفة	الوصفة
هذي	هاذي
لل فارماسي.	للفارماسي.

فما	فما
بلاصة	بلاصة
لل تزلج	للتزلج
قريب	قريب
منا؟	منا؟

تنجم	تنجم
تعطيني	تعطيني
مصورتي	مصورتي
بعد	بعد
مندخل،	ما ندخل،
يعيشك؟	يعيشك؟

هاذي	هاذي
الكار؟	الكار؟

هاذي	هاذي
بروشور	بروشور
متع	متاع
برشة	برشا
معالم	معالم
تمشيولهم	تمشيوا لهم
بالكار،	بالكار،
فيهم	فيهم
رحلات	رحلات
نهار	نهار
كامل،	كامل،
نص	نص
نهار،	نهار،
ورحلات	ورحلات
بالصباح	بالصباح
واليل.	والليل.

مازال	ما زال
فما	فما
قهوة؟	قهوة؟

تنجم	تنجم
تقلي	تقول لي
كيفاش	كيفاش
نعبي	نعبي
لبيت	البيت
هاذي؟	هاذي؟

شنية	شنيا
نوع	نوع
البيت	البيت
ل	اللي
تحبها؟	تحبها؟

غلتطي.	غلتطي.

نجم	ننجم
نكلم	نكلم
ديركت	ديركت
من	من
بيتي؟	بيتي؟

ثبت	ثبت
م سبتة	مالسبتة
مليح.	مليح.

تنجم	تنجم
تنتقلي	تنطق لي
هذا؟	هذا؟

تنجم	تنجم
تعدي	تعدي
عليه	عليه
ديبانج،	ديباناج،
دكتور؟	دكتور؟

هذا	هذا
يعني	يعني
إلي	اللي
إنت	انت
زادة	زادة
إلي	اللي
إنت	انت
ضيعت	ضيعت
فيزا	فيزا
متاعك.	متاعك.
لازمك	لازمك
تعاود	تعاود
تصب	تصب
دوسي	دوسي
الهجرة.	الهجرة.

تلفزة	التلفزة
مكسرة.	مكسرة.

تسكرة	تسكرة
مشي	مشي
وجي	وجي
لكسفورد؟	لاكسفورد؟
نهار	نهار
خمسطاش	خمستعش
مع	مع
تسعة	تسعة
بضبط.	بالضبط.

فما	فما
كاميرا	كاميرا
الداخل.	الداخل.
يعيشك	يعيشك
خبيها	خبيها
في	في
بلاصة	بلاصة
امنة.	آمنة.

لا،	لا،
يعيشك.	يعيشك.
باش	باش
تغيم	تغيم
وقت	وقت
طيارة،	الطيارة،
المهم.	المهم.

هذا	هذا
معاه	معاه
شرب؟	شرب؟

عصير	عصير
بردقان،	برتقان،
بيرة،	بيرة،
شراب،	شراب،
ويسكي	ويسكي
و كوكتال.	وكوكتال.

عندك	عندك
شيكات	شيكات
لمسافرين؟	للمسافرين؟

تنجم	تنجم
تعطيني	تعطيني
الملح؟	الملح؟

أمان	امان
اطلب	اطلب
ثمانية.	ثمانية.

نحب	نحب
بافلو.	بافلو.

فما	فما
رحلة	رحلة
بل ماشي	بالمشي
ل بلايص	لبلايص
معروفة.	معروفة.

نقدرو	نقدروا
برشة	برشا
معاودتكم	معاودتكم
للكنتراتو.	للكنتراتو.

وين	وين
لقيتهم	لقيتهم
لحاجات	الحاجات
ضايعين؟	ضايعين؟

أمان	امان
قلي	قل لي
شنية	شنيا
رستو	الرستو
المعروف	المعروف
هوني.	هوني.

طيحت	طيحت
كاميرا	الكاميرا
متاعي.	متاعي.
تنجم	تنجم
تشوف	تشوف
شبيها،	شبيها،
يعيشك؟	يعيشك؟

عندك	عندك
كان	كان
حاجات	حاجات
تخصني	تخصني
فل فليجة	فالفليجة
هذي.	هاذي.

نحب	نحب
نمشي	نمشي
للتواليت،	للتواليت،
أما	اما
عندي	عندي
برشة	برشا
دبش.	دبش.
لازمني	لازمني
نستنى.	نستنى.

بيت	بيت
ل	اللي
بعد	بعد
فيها	فيها
برشة	برشا
حس.	حس.

باهي	باهي
برشة.	برشا.
مينجمش	ما ينجمش
يكون	يكون
سمين	سمين
شوية.	شوية.
زوز.	زوز.

خمسطاش	خمستعش
ايه.	ايه.
أنا	انا
قاعد	قاعد
فل بلاصة	فالبلاصة
ال غلطة؟	الغلطة؟

هذا	هذا
هو،	هو،
بعد،	بعد،
شنية	شنيا
بش	باش
يصير؟	يصير؟

فليجتي	فليجتي
تسرقت.	تسرقت.

وقت	وقت
تشوف	تشوف
واحد،	واحد،
جست	جوست
شاور	شاور
ب يديك.	بيديك.

بلايص	بلايص
طبق	الطابق
لول،	الاول،
يعيشك.	يعيشك.

مشيت	مشيت
لي	mistran
	(mistran
	in
	original
	english)
متع	متاع
تساكر	تساكر
جديدة.	جديدة.

هدية	هدية
لمي.	لامي.

نحب	نحب
نبعث	نبعث
جواب	الجواب
هذا	هذا
ب طيارة.	بطيارة.

فيلم	الفيلم
يبدا	يبدا
مع	مع
عشرة	عشرة
و نص	ونص
متع	متاع
العشية.	العشية.
يكمل	يكمل
واحدة	واحدة
متع	متاع
الصباح.	الصباح.

هاذا	هاذا
الباقي	الباقي
متاعك،	متاعك،
سيدي.	سيدي.

منين	منين
نجم	ننجم
ناخو	ناخو
تسكرة	تسكرة
طيارة	طيارة
ب سوم	بسوم
معقول؟	معقول؟

وين	وين
كونتوار	كونتوار
اكسسوارات؟	الاكسسوارات؟

قالو	قالوا
تحت	تحت
صفر.	الصفر.

نحب	نحب
نخلص	نخلص
خمسين	خمسين
دولار	دولار
و عشرين	وعشرين
ألف	الف
لل ين	للين
ياباني	ياباني
بل ميزان.	بالميزان.

عندك	عندك
موديل؟	موديل؟

تنجم	تنجم
توريني	توريني
كيفاش	كيفاش
نلعب	نلعب
لعبة	اللعبة
هذي؟	هاذي؟

خاطر	خاطر
في	في
أمريكا،	امريكا،
ساهل	ساهل
باش	باش
تدخل	تدخل
لل جامعة	للجامعة
أما	اما
صعيب	صعيب
بش	باش
تتخرج.	تتخرج.

ما	ما
تنجمش	تنجمش
تدخل	تدخل
فوشيك	فوشيك
لكانادا.	لكاندا.

ملا	ملا
صنافة	صنافة
مرتك.	مرتك.

تحتاج	تحتاج
مساعدة؟	مساعدة؟

عيشك	يعيشك
تحجزلنا	تحجز لنا
تكسي	تاكسي
لستة	لستة
مالناس	مالناس
لغدوة	لغدوة
الصباح،	الصباح،
عيشك؟	يعيشك؟

شنوة	شنوا
تحم	تحب
مع	مع
المتفتحات	المتفتحات
متاعك؟	متاعك؟

البلاصة	البلاصة
هاذي	هاذي
معبية	معبية
بالعباد،	بالعباد،
موش	موش
هكة؟	هكا؟

سامحني.	سامحني.
يحضر	يحضر
حكاية	حكاية
درج	درج
اخر.	آخر.

عنزت	عنزت
رقبتي	رقبتي
و انا	وانا
راقد.	راقد.

اي،	اي،
مافماش	مفماش
مشكلة.	مشكلة.
انجم	ننجم
نشوف	نشوف
باسبورك؟	باسبورك؟

وقتاش	وقتاش
يلزمني	يلزمني
نكون	نكون
في	في
المحطة؟	المحطة؟

فما	فما
برشة	برشا
مطاعم	مطاعم
في	في
البقعة	البقعة
هاذي.	هاذي.

بجنب	بجنب
بيت	بيت
الامانات.	الامانات.

محلاه	ما احلاه
الحديث	الحديث
معاك.	معاك.

تمتعت	تمتعت
بالاقامة	بالاقامة
متاعي.	متاعي.
عيشك.	يعيشك.

الشط	الشط
تحتنا	تحتنا
بالضبط.	بالضبط.
منضر	منظر
هايل.	هايل.

شكرا	شكرا
الي	اللي
ستنيتي،	ستنيتي،
سي	سي
ماكقواير.	مكغواير.
هاو	هاو
هوني.	هوني.
تفضلي،	تفضلي،
يعيشك.	يعيشك.

عندك	عندك
تصويرة	تصويرة
نص؟	نص؟

سبعة،	سبعة،
عيشك.	يعيشك.

نحب	نحب
نبعث	نبعث
هذا	هذا
للدافان.	للدافان.
وقتاش	وقتاش
يجهز؟	يجهز؟

عندي	عندي
سروال	سروال
مخطط.	مخطط.

اي.	اي.
فما	فما
دبش	دبش
موش	موش
متاعي	متاعي
وصلوه	وصلوه
لبيتي	لبيتي
توا	توا
توا.	توا.
تتأكد	تتأكد
منه،	منه،
عيشك؟	يعيشك؟

ميسالش	ميسالش
تزيد	تزيد
تفسرلي	تفسر لي
باكثر	باكثر
تفاصيل؟	تفاصيل؟

رقدت	رقدت
بالقدا؟	بالقدا؟

ميسالش	ميسالش
تنزل	تنزل
على	على
فلسة	فلسة
التصوير؟	التصوير؟

زوز	زوز
مفاتح،	مفاتح،
عيشك.	يعيشك.

موجود	موجود
في	في
اخر	آخر
الكولوار.	الكولوار.

بش	باش
نمشيو	نمشيوا
بالكار؟	بالكار؟

قلت	قلت
بش	باش
تمشي	تمشي
لطوكيو	لطوكيو
غدوة؟	غدوة؟

لازمني	لازمني
نمشي	نمشي
لا.	لا.
و	و.
ميا.	مية.
ممكن؟	ممكن؟

تلعب	تلعب
مليح	مليح
الايامات؟	الايامات؟

مافما	مفما
حتى	حتى
مشكلة.	مشكلة.
كان	كان
تجي	تجي
نهار	نهار
خمسة	خمسة
سبتمبر،	سبتمبر،
تنجم	تنجم
تتمتع	تتمتع
بفيلم	بفيلم
علمي	علمي
خاطر	خاطر
عنا	عننا
يوم	يوم
مفتوح	مفتوح
كل	كل
اول	اول
نهار	نهار
جمعة	جمعة
مالشهر.	مالشهر.

عندكم	عندكم
رحلات	رحلات
سياحية	سياحية
اخرين؟	آخرين؟

باهي،	باهي،
نطيحلك	نطيح لك
خمسة	خمسة
بالميا.	بالمية.
باهي؟	باهي؟

ماشي	ماشي
لباريز.	لباريس.

هذا	هذا
موش	موش
اجد	اجد
موديل،	موديل،
موش	موش
هكا؟	هكا؟

مبرمج	مبرمج
للثمنية	للثمنية
و نص	ونص
متاع	متاع
الليل	الليل
بالتوقيت	بالتوقيت
المحلي.	المحلي.

خوذ	خوذ
البنية	البنية
معانا،	معانا،
عيشك.	يعيشك.

باهي.	باهي.
اعطيني	اعطيني
صحفة	صحفة
متوسطة	متوسطة
و كعبورة	وكعبورة
روز.	روز.

شقولك	شقولك
فيه؟	فيه؟

نحب	نحب
نشوف	نشوف
هاذيكا	هاذيكا
الي	اللي
في	في
الفترينة،	الفترينة،
يعيشك.	يعيشك.

لا	لا
مستحيل.	مستحيل.
احنا	احنا
في	في
عطلة.	عطلة.
نرفض	نرفض
باش	باش
نقعد	نقعد
في	في
بيت	بيت
وتيل	وتيل
نتفرج	نتفرج
في	في
كرة	كرة
المضرب	المضرب
في	في
التلفزة.	التلفزة.
نحب	نحب
نمشي	نمشي
نتفرج	نتفرج
في	في
مسرحية.	مسرحية.

انجم	ننجم
نمسو؟	نمسه؟

تنجم	تنجم
تجي	تجي
لهوني	لهوني
بش	باش
تصلحو؟	تصلحه؟

اعطيني	اعطيني
شوية	شوية
خيوط	خيوط
اصطناعية.	اصطناعية.

اسمي	اسمي
تارو	تارو
تاناكا.	تاناكا.
عندي	عندي
حجز.	حجز.

نحب	نحب
شوية	شوية
كريمة	كريمة
متاع	متاع
تنضيف.	تنضيف.

نحب	نحب
مريول	مريول
رياضة	رياضة
باليدين.	باليدين.

سرقولي	سرقوا لي
ساكي.	ساكي.

طريقي	طريقي
و طريقك	وطريقك
يتقابلو	يتقابلو
برشة	برشا
مرات،	مرات،
موش	موش
هكة؟	هكا؟

نجم	ننجم
نعاود	نعاود
نشوف	نشوف
الموني؟	المينو؟

يظهرلي	يظهر لي
مازالو	ما زالوا
مبتدئين	مبتدئين
شويا.	شوية.

قداش؟	قداش؟

بالفراز،	بالفراز،
يعيشك.	يعيشك.

لا،	لا،
مازال.	ما زال.
فما	فما
برشا	برشا
شوا.	شوا.

تنجم	تنجم
تقصرلي	تقصر لي
ليدين؟	اليدين؟

سامحني	سامحني
ما	ما
فما	فما
متاع	متاع
قولف	غولف
في	في
لحواز.	الحواز.

تنجم	تنجم
توريني	توريني
الخاتم	الخاتم
الثاني	الثاني
إلى	اللي
على	على
ليسار؟	اليسار؟

تنجم	تنجم
تقلو	تقول له
يكلمني؟	يكلمني؟

حاولت	حاولت
نعمل	نعمل
مكالمة	مكالمة
للخارج.	للخارج.
ياخي	ياخي
إنت	انت
أصلا	اصلا
وصلت؟	وصلت؟

إيه	ايه
هذا	هذا
هو	هو
على	على
خاطر	خاطر
نشوفو	نشوفه
في	في
العلم	العلم
قدام	قدام
البوسطة.	البوسطة.

نحب	نحب
نعمل	نعمل
تالفون	تالفون
بالكارت	بالكارت
كريدي.	كريدي.

نحب	نحب
نهز	نهز
متاعي.	متاعي.

وقت	وقت
إلي	اللي
يوصل،	يوصل،
تو	تو
ننعتوه	ننعته
على	على
عنوان	عنوان
بيتك	بيتك
على	على
حسابنا.	حسابنا.

أوه،	اوه،
باهي،	باهي،
فهمت.	فهمت.
تو	تو
نجي	نجي
بحذاك.	بحذاك.

لا،	لا،
هذا	هذا
يكفي.	يكفي.

نجم	ننجم
ناخو	ناخو
غطاء	غطاء
ومخدة؟	ومخدة؟

تنجم	تنجم
تجي	تجي
هوني	هوني
بأسرع	باسرع
ما	ما
يمكن،	يمكن،
يعيشك؟	يعيشك؟

فنجان	فنجان
قهوة،	قهوة،
يعيشك.	يعيشك.

تنجم	تنجم
تنقص	تنقص
في	في
القياس	القياس
بتلاثا	بثلاثة
صنتمتر؟	سنتيمتر؟

عندي	عندي
نفس	نفس
العمر.	العمر.

تنجم	تنجم
تجيبلي	تجيب لي
قهوة؟	قهوة؟

يلزم	يلزم
نلتجؤو	نلتجؤوا
للتصويت؟	للتصويت؟
إذا	اذا
لا،	لا،
نظن	نظن
إنو	انه
توصلنا	توصلنا
لاتفاق،	لاتفاق،
واللي	واللي
بش	باش
نبعثه	نبعثه
لمجلس	لمجلس
إدارتنا	ادارتنا
من	من
غدوة	غدوة
الصباح.	الصباح.

تعرفش	تعرفش
إذا	اذا
فما	فما
وتلا	وتلة
رخاص؟	رخاص؟

صباح	صباح
الخير.	الخير.
رقدت	رقدت
بالقدا؟	بالقدا؟

شنيا	شنيا
ناوي	ناوي
تعمل	تعمل
وقت	وقت
ما	ما
تكمل	تكمل
قرايتك؟	قرايتك؟

سرقولي	سرقوا لي
الصاكمان	الساكمان
متاعي	متاعي
في	في
الطريق.	الطريق.

طلبت	طلبت
حاجات	حاجات
أخرى	اخرى
بخلاف	بخلاف
فطور	فطور
الصباح	الصباح
اليوم	اليوم
الصباح؟	الصباح؟

نحب	نحب
قهوة	قهوة
بالحليب،	بالحليب،
يعيشك.	يعيشك.

نتمنى	نتمنى
ما	ما
تكونش	تكونش
تاعب	تاعب
برشا.	برشا.

نحب	نحب
نكري	نكري
كرهبة	كرهبة
من	من
النوع	النوع
هذا	هذا
لنهارين.	لنهارين.

تو	تو
ناخو	ناخو
كاس	كاس
جاك	جاك
دانيال.	دانيل.

نحب	نحب
شكارة	شكارة
قطانيا،	قطانيا،
يعيشك.	يعيشك.

ضيعت	ضيعت
عصا	عصا
متاع	متاع
السكي.	السكي.

مناش	مناش
باش	باش
نهزو	نهزوا
حتى	حتى
كادو	كادو
في	في
الاستقبال.	الاستقبال.
ع البلاصة،	عالبلاصة،
المستدعين	المستدعين
يعطيو	يعطيوا
الفلوس.	الفلوس.

نحب	نحب
نبعثه	نبعثه
عن	عن
طريق	طريق
البريد	البريد
البري	البري
او	او
البحري.	البحري.

الطيارة	الطيارة
وصلت	وصلت
مخر	ماخر
بسبب	بسبب
العاصفة	العاصفة
القوية	القوية
متاع	متاع
الثلج.	الثلج.

قصان،	قصان،
يعيشك.	يعيشك.

ياخي	ياخي
تنجم	تنجم
تاخو	تاخو
الميساج،	الميساج،
يعيشك؟	يعيشك؟

سامحني،	سامحني،
ما	ما
نجمتش	نجمتش
نتبعك.	نتبعك.
تنجمع	تنجمع
تتكلم	تتكلم
بالشوية	بالشوية
بالشوية،	بالشوية،
يعيشك؟	يعيشك؟

نجم	ننجم
نعمل	نعمل
تصاور؟	تصاور؟

على	على
ميا.	مية.

نجم	ننجم
ناخو	ناخو
نفس	نفس
البلا	البلا
هذا؟	هذا؟

يعيشك	يعيشك
جيبلي	جيب لي
فطور	فطور
الصباح	الصباح
لبيتي	لبيتي
مع	مع
السبعا	السبعة
غدوة	غدوة
الصباح.	الصباح.

تكنيسيان	تكنيسيان
التصليح	التصليح
باش	باش
يطلع	يطلع
بعد	بعد
شوية.	شوية.

مازالو	ما زالوا
بلايص	بلايص
لجولة	لجولة
نهار	نهار
الخميس؟	الخميس؟

سامحني.	سامحني.
نجم	ننجم
نتعدى؟	نتعدى؟

عندك	عندك
نبتات	نبتات
وغلة؟	وغلة؟

يعيشك	يعيشك
قلي	قل لي
كيفاش	كيفاش
نعمر	نعمر
بطاقة	بطاقة
الهبوط؟	الهبوط؟

نظن	نظن
كرهبتي	كرهبتي
تعمل	تعمل
في	في
حدود	حدود
خمسا	خمسة
لاف	آلاف
دولار.	دولار.

ياخي	ياخي
هذي	هاذي
ماكلة	ماكلة
مافيهاش	مافيهاش
سعرات؟	سعرات؟

شنيا	شنيا
الكار	الكار
إلي	اللي
يلزمني	يلزمني
ناخوها	ناخوها
باش	باش
نمشي	نمشي
للمحطة؟	للمحطة؟

إيه.	ايه.
أما	اما
يلزمك	يلزمك
تدور	تدور
عل	على
ليسار	اليسار
في	في
الضوء	الضوء
الثالث	الثالث
وتبقى	وتبقى
في	في
النهج	النهج
هذا	هذا
حتى	حتى
الطريق	الطريق
ست	ست
وستين.	وستين.

نرالك	نرا لك
بالجميل	بالجميل
إذا	اذا
تهزني	تهزني
للبحر.	للبحر.

سامحني.	سامحني.
النومرو	النومرو
هذا	هذا
غالط.	غالط.
هذا	هذا
تانكوشا	تانكيوشا
برس.	برس.

نقيدوا	نقيدوا
خروج.	خروج.

يعيشك	يعيشك
أعطي	اعطي
السيرو	السيرو
هذا	هذا
لولدك،	لولدك،
دوزة	دوزة
بعد	بعد
كل	كل
وجبة.	وجبة.

الستيل	الستيل
هذا	هذا
موجود	موجود
في	في
الثمانيا	الثمانية
وعشرين،	وعشرين،
الواحد	الواحد
وثلاثين	وثلاثين
والخمسا	والخمسة
وتلاثين	وثلاثين
صنتمتر.	سنتيمتر.

أوه،	اوه،
هذا	هذا
يشبهني	يشبهني
برشا.	برشا.

نجم	ننجم
نستعمل	نستعمل
تاليفونك،	تليفونك،
يعيشك؟	يعيشك؟

نحب	نحب
نعاود	نعاود
نأكد	نأكد
رحلتي	رحلتي
لشيكاغو	لشيكاغو
نهار	نهار
سبعطاش.	سبعتعش.

كليت	كليت
نوعا	نوعا
ما	ما
برشا.	برشا.

نجم	ننجم
نكلم	نكلم
سي.	سي.
براون؟	براون؟

يلزم	يلزم
تكون	تكون
مريحة	مريحة
برشا	برشا
باش	باش
تعيش	تعيش
في	في
ها البيت،	هالبيت،
صحيح؟	صحيح؟

صطوش	صطوش
أوراقي،	اوراقي،
باسبوري	باسبوري
وحاجات	وحاجات
أخرى	اخرى
خاصة.	خاصة.

وقتاش	وقتاش
تسكر؟	التساكر؟

هذا	هذا
بالضبط	بالضبط
